LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage,LoanAgeMonths
L01481,43,144095,4695,9.7,36,493,2024-04-22,0,,0.0325826711544467,0.0325826711544467,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.16,0.237,4703.11,178.3,Poor,Stage 2,13
L01482,44,58636,13839,11.34,12,314,2024-02-28,0,,0.2360154171498737,0.2360154171498737,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.08,0.206,13556.07,223.84,Poor,Stage 2,14
L01483,47,121307,32256,16.93,48,327,2024-01-25,0,,0.2659038637506491,0.2659038637506491,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.02,0.286,31196.82,178.51,Poor,Stage 2,15
L01484,51,33739,4789,15.74,12,730,2024-04-20,0,,0.141942559056285,0.141942559056285,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.23,0.295,4920.76,334.2,Good,Stage 2,13
L01485,69,138341,47135,8.5,36,674,2022-07-30,0,,0.340716056700472,0.340716056700472,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.11,0.391,46995.03,2021.72,Good,Stage 2,34
L01486,40,138094,24534,10.8,24,404,2023-04-15,0,,0.1776615928280736,0.1776615928280736,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.09,0.232,24560.33,511.86,Poor,Stage 2,25
L01487,68,106268,23774,14.14,60,848,2023-07-14,0,,0.2237173937591749,0.2237173937591749,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.11,0.434,23874.49,1139.77,Excellent,Stage 2,22
L01488,63,121838,25228,11.24,48,355,2022-10-17,1,2024-02-26,0.2070618362087362,0.2070618362087362,60s,17.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.71,0.25,26250.66,4661.38,Poor,Stage 3,31
L01489,67,34728,47774,13.7,36,391,2023-06-11,0,,1.3756622897949782,1.3756622897949782,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.03,0.31,47717.28,443.36,Poor,Stage 2,23
L01490,65,81756,6239,11.48,12,734,2023-04-18,0,,0.0763124419002886,0.0763124419002886,60s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.11,0.303,6087.25,202.7,Good,Stage 2,25
L01491,50,137408,49607,4.98,48,765,2023-03-25,0,,0.3610197368421052,0.3610197368421052,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.345,49184.44,2377.34,Very Good,Stage 2,26
L01492,46,99431,42749,11.38,12,587,2024-03-18,0,,0.429936337761865,0.429936337761865,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.04,0.274,42566.48,466.75,Fair,Stage 2,14
L01493,63,34648,3364,12.77,24,568,2023-10-31,0,,0.0970907411683214,0.0970907411683214,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.15,0.277,3299.59,137.14,Poor,Stage 2,18
L01494,55,44544,15638,7.71,48,779,2022-06-25,0,,0.351068606321839,0.351068606321839,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.07,0.261,16552.6,302.2,Very Good,Stage 2,35
L01495,35,146839,20157,11.08,60,652,2022-11-10,0,,0.1372727953745258,0.1372727953745258,30s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.11,0.311,20197.97,690.06,Fair,Stage 2,30
L01496,39,90880,7507,17.47,48,417,2023-05-19,0,,0.0826034330985915,0.0826034330985915,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.03,0.354,7362.88,78.12,Poor,Stage 2,24
L01497,35,47213,7477,10.47,60,543,2022-11-29,1,2025-12-22,0.1583673988096499,0.1583673988096499,30s,37.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.68,0.218,7078.89,1047.31,Poor,Stage 3,30
L01498,40,20865,14173,9.75,12,372,2024-02-01,0,,0.6792715073088905,0.6792715073088905,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.1,0.337,13963.76,470.46,Poor,Stage 2,15
L01499,26,54381,48915,7.86,48,552,2024-02-03,0,,0.8994869531637888,0.8994869531637888,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.04,0.317,47412.33,601.41,Poor,Stage 2,15
L01500,32,78418,28362,15.31,36,421,2024-04-08,0,,0.3616771659567956,0.3616771659567956,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.15,0.252,28439.32,1072.98,Poor,Stage 2,13
L01501,46,40140,12371,13.14,36,381,2023-10-13,0,,0.308196312904833,0.308196312904833,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.18,0.286,12376.08,637.07,Poor,Stage 2,19
L01502,62,143804,12795,9.73,24,422,2023-07-23,0,,0.0889752718978609,0.0889752718978609,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.04,0.303,13626.26,165.13,Poor,Stage 2,22
L01503,30,31672,34042,12.3,36,388,2022-10-18,0,,1.074829502399596,1.074829502399596,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.03,0.23,33580.71,231.83,Poor,Stage 2,31
L01504,46,45287,5586,10.81,24,556,2023-06-21,0,,0.1233466557731799,0.1233466557731799,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.4,0.254,5318.65,539.34,Poor,Stage 3,23
L01505,59,100770,25211,5.84,12,570,2023-07-18,0,,0.2501835863848367,0.2501835863848367,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.05,0.301,26272.94,394.91,Poor,Stage 2,22
L01506,39,147543,18321,16.25,60,633,2023-06-08,1,2028-04-10,0.1241739696224151,0.1241739696224151,30s,59.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.7,0.31,18412.28,4000.96,Fair,Stage 3,23
L01507,39,90429,12476,7.54,12,498,2022-06-25,1,2022-07-12,0.1379645910050979,0.1379645910050979,30s,1.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.7,0.144,11893.06,1201.71,Poor,Stage 3,35
L01508,59,97271,33177,6.39,60,408,2024-04-25,0,,0.341078019142396,0.341078019142396,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.06,0.223,32187.29,431.28,Poor,Stage 2,12
L01509,58,102600,33563,5.45,60,624,2024-04-23,0,,0.3271247563352826,0.3271247563352826,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.09,0.246,32301.82,713.89,Fair,Stage 2,13
L01510,27,119290,22502,17.25,24,312,2024-05-08,0,,0.188632743733758,0.188632743733758,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.08,0.198,22443.24,355.54,Poor,Stage 2,12
L01511,65,76921,22797,7.57,36,520,2024-03-25,0,,0.296369001963053,0.296369001963053,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.34,0.323,22317.59,2451.04,Poor,Stage 2,13
L01512,24,99472,45029,8.8,36,507,2022-06-10,1,2024-07-28,0.4526801511983271,0.4526801511983271,20s,26.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.7,0.473,42163.84,13950.96,Poor,Stage 3,35
L01513,59,97947,22465,11.61,24,842,2023-07-24,0,,0.2293587348259773,0.2293587348259773,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.22,0.377,22073.8,1830.71,Excellent,Stage 2,22
L01514,23,104853,28017,14.55,24,301,2022-11-02,0,,0.2672026551457755,0.2672026551457755,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.13,0.296,28428.97,1093.4,Poor,Stage 2,30
L01515,68,58598,10523,11.45,12,464,2023-01-28,1,2023-11-05,0.1795795078330318,0.1795795078330318,60s,9.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.79,0.377,11323.8,3374.24,Poor,Stage 3,28
L01516,47,42694,38774,11.5,24,364,2024-02-21,0,,0.9081838197404788,0.9081838197404788,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.19,0.257,37721.28,1845.02,Poor,Stage 2,15
L01517,49,44312,17080,15.66,36,694,2022-11-28,1,2023-07-30,0.3854486369380754,0.3854486369380754,40s,8.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.72,0.252,16568.13,3005.06,Good,Stage 3,30
L01518,37,23747,16879,4.61,24,539,2023-03-26,0,,0.7107845201499137,0.7107845201499137,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.15,0.276,16925.1,701.12,Poor,Stage 2,26
L01519,29,44714,21890,6.67,24,497,2023-01-30,1,2024-01-17,0.4895558438073086,0.4895558438073086,20s,12.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.73,0.125,22927.51,2096.67,Poor,Stage 3,27
L01520,51,131573,16092,6.68,60,730,2023-11-02,0,,0.1223047281737134,0.1223047281737134,50s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.35,0.313,15257.13,1669.96,Good,Stage 2,18
L01521,56,120639,40089,6.06,24,797,2024-04-21,1,2026-01-22,0.3323054733543878,0.3323054733543878,50s,21.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.63,0.344,40883.94,8849.8,Very Good,Stage 3,13
L01522,41,75355,35140,14.62,12,538,2022-12-26,0,,0.4663260566651184,0.4663260566651184,40s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.01,0.215,34903.38,74.88,Poor,Stage 1,29
L01523,45,98233,44420,5.97,24,716,2023-02-23,0,,0.4521902008490018,0.4521902008490018,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.08,0.329,44299.21,1165.02,Good,Stage 2,27
L01524,61,68285,26984,16.99,48,732,2023-02-08,0,,0.395167313465622,0.395167313465622,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.09,0.322,26186.99,758.63,Good,Stage 2,27
L01525,21,91947,33788,17.47,48,748,2023-03-19,1,2024-07-05,0.3674725657172066,0.3674725657172066,20s,16.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.38,0.266,31506.0,3178.92,Very Good,Stage 2,26
L01526,52,53257,42657,16.54,60,615,2023-08-15,0,,0.8009651313442364,0.8009651313442364,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.0,0.285,41200.66,0.0,Fair,Stage 1,21
L01527,22,81256,37743,12.83,60,665,2024-02-27,0,,0.4644949296051984,0.4644949296051984,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.11,0.241,38147.11,1013.3,Fair,Stage 2,14
L01528,37,95312,24947,16.79,48,356,2022-08-21,0,,0.2617403894577808,0.2617403894577808,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.05,0.231,25245.46,291.77,Poor,Stage 2,33
L01529,37,125649,35813,10.19,60,716,2023-06-17,0,,0.2850241545893719,0.2850241545893719,30s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.09,0.217,36135.37,705.88,Good,Stage 2,23
L01530,40,147205,11983,17.85,60,673,2024-04-08,0,,0.0814034849359736,0.0814034849359736,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.16,0.297,11679.12,555.71,Good,Stage 2,13
L01531,54,94816,39951,17.28,36,503,2024-05-16,0,,0.4213529362132973,0.4213529362132973,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.05,0.259,39814.56,516.12,Poor,Stage 2,12
L01532,45,115707,6644,6.91,36,838,2022-06-15,0,,0.0574208993405757,0.0574208993405757,40s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.2,0.388,6571.25,509.99,Excellent,Stage 2,35
L01533,51,111354,13251,12.03,24,331,2024-05-01,0,,0.1189988684735168,0.1189988684735168,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.07,0.214,13378.8,200.31,Poor,Stage 2,12
L01534,65,32002,23284,8.93,48,757,2023-02-18,0,,0.7275795262796075,0.7275795262796075,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.05,0.275,23351.91,321.2,Very Good,Stage 2,27
L01535,24,47610,9963,13.16,12,411,2022-08-31,0,,0.2092627599243856,0.2092627599243856,20s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.07,0.287,9915.62,199.03,Poor,Stage 2,33
L01536,37,32780,45856,12.67,48,416,2023-03-27,0,,1.398901769371568,1.398901769371568,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.07,0.273,44654.66,854.4,Poor,Stage 2,26
L01537,47,46148,34533,4.59,48,635,2024-01-30,0,,0.7483097859062148,0.7483097859062148,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.03,0.27,34593.27,279.9,Fair,Stage 2,15
L01538,46,40344,7242,17.79,36,674,2023-02-19,0,,0.179506246281975,0.179506246281975,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.13,0.288,7101.32,265.71,Good,Stage 2,27
L01539,48,104416,6499,11.57,36,720,2022-08-27,1,2022-09-24,0.0622414189396261,0.0622414189396261,40s,1.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.66,0.379,6739.84,1686.56,Good,Stage 3,33
L01540,60,53957,16908,10.91,60,760,2023-01-11,0,,0.3133606390273736,0.3133606390273736,50s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.12,0.297,17176.49,612.84,Very Good,Stage 2,28
L01541,36,143791,36793,11.27,12,371,2022-06-13,0,,0.2558783233999346,0.2558783233999346,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.02,0.278,37428.88,208.25,Poor,Stage 2,35
L01542,62,142060,21232,7.68,36,771,2023-09-07,0,,0.1494579755033084,0.1494579755033084,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.19,0.241,21491.08,984.93,Very Good,Stage 2,20
L01543,33,37682,39870,5.25,60,477,2024-04-09,0,,1.0580648585531554,1.0580648585531554,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.03,0.281,39656.03,334.63,Poor,Stage 2,13
L01544,51,73024,12677,17.66,12,716,2023-10-19,0,,0.1736004601226994,0.1736004601226994,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.19,0.333,13389.68,846.55,Good,Stage 2,19
L01545,27,117151,39860,6.56,36,793,2023-07-16,0,,0.3402446415310155,0.3402446415310155,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.14,0.3,39092.73,1644.29,Very Good,Stage 2,22
L01546,48,46548,38434,15.38,48,422,2023-10-20,0,,0.8256853140843861,0.8256853140843861,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.12,0.266,38526.99,1230.56,Poor,Stage 2,19
L01547,63,122192,3840,4.92,48,322,2023-02-25,0,,0.0314259525991881,0.0314259525991881,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.24,0.363,3781.94,329.8,Poor,Stage 2,27
L01548,25,128778,12187,11.18,12,515,2023-09-13,0,,0.0946357297053844,0.0946357297053844,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.15,0.317,12720.09,605.55,Poor,Stage 2,20
L01549,37,72134,28689,10.07,12,556,2022-11-30,0,,0.3977181356919067,0.3977181356919067,30s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.07,0.256,28443.83,509.65,Poor,Stage 2,30
L01550,41,77395,45321,16.1,36,366,2022-09-18,1,2022-11-17,0.5855804638542541,0.5855804638542541,40s,2.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.74,0.188,43550.17,6064.74,Poor,Stage 3,32
L01551,64,20671,36545,12.63,36,367,2024-02-18,0,,1.7679357554061246,1.7679357554061246,60s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.1,0.258,35202.74,908.85,Poor,Stage 2,15
L01552,24,98414,18120,14.28,12,483,2024-02-23,0,,0.1841201455077529,0.1841201455077529,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.05,0.239,17644.53,211.04,Poor,Stage 2,15
L01553,21,104258,45815,6.71,12,778,2023-12-25,0,,0.4394387001477104,0.4394387001477104,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.14,0.244,45901.63,1570.49,Very Good,Stage 2,17
L01554,21,97442,43002,6.95,60,584,2023-05-26,1,2024-01-22,0.441308675930297,0.441308675930297,20s,8.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.38,0.228,45255.26,3921.58,Fair,Stage 2,24
L01555,56,138972,12180,12.95,60,687,2023-10-24,0,,0.0876435540972282,0.0876435540972282,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.05,0.297,12551.8,186.12,Good,Stage 2,19
L01556,47,71616,46183,13.91,60,532,2023-12-08,0,,0.6448698614834674,0.6448698614834674,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.12,0.27,45407.84,1470.69,Poor,Stage 2,17
L01557,41,92932,10338,6.73,48,581,2023-05-30,0,,0.1112426290190677,0.1112426290190677,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.1,0.353,10348.77,364.86,Fair,Stage 2,23
