LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate
L01686,32,101214,47876,14.83,12,734,2023-11-04,0,
L01687,24,73380,45459,16.04,36,623,2023-08-30,0,
L01688,67,104730,22476,17.52,12,404,2023-12-02,0,
L01689,27,124496,46535,10.29,24,653,2024-04-07,0,
L01690,53,135481,29177,13.6,36,386,2023-01-24,0,
L01691,54,56731,24326,11.46,48,341,2022-06-14,0,
L01692,43,85018,7027,6.99,60,591,2024-04-25,0,
L01693,56,113743,8938,17.31,24,394,2023-11-14,1,2024-10-11
L01694,36,143971,40621,16.08,48,507,2024-05-03,1,2027-10-20
L01695,49,37669,9474,8.48,12,373,2022-11-19,0,
L01696,21,45395,23202,15.3,24,631,2024-01-26,0,
L01697,28,108810,40699,16.75,48,414,2023-11-27,0,
L01698,56,22881,48913,14.79,36,825,2023-11-01,0,
L01699,63,124489,11656,10.76,12,318,2024-03-07,0,
L01700,29,133659,44362,6.4,48,708,2024-04-08,0,
L01701,43,146324,24076,5.65,12,404,2023-03-23,0,
L01702,52,37821,30258,17.07,48,360,2023-11-12,0,
L01703,54,110504,25731,12.52,60,816,2024-03-31,0,
L01704,42,143012,33531,12.62,36,392,2023-01-08,0,
L01705,30,41711,8097,9.82,24,606,2022-06-05,0,
L01706,69,27044,8497,5.6,48,739,2023-08-24,0,
L01707,67,127608,46194,11.48,12,431,2023-06-24,0,
L01708,68,52543,32362,6.54,36,333,2023-01-11,0,
L01709,63,54157,48839,12.01,24,318,2024-01-27,0,
L01710,51,117136,20629,9.08,12,702,2023-07-16,0,
L01711,49,20442,42744,15.42,36,581,2022-05-27,0,
L01712,26,147616,4031,6.77,12,790,2023-06-07,0,
L01713,45,66766,31351,6.14,36,382,2023-06-05,0,
L01714,30,115031,20675,6.09,24,828,2022-11-23,0,
L01715,30,68926,41203,5.89,24,605,2023-07-26,1,2024-12-23
L01716,46,104720,17799,14.61,12,715,2023-11-20,0,
L01717,31,145407,24381,4.04,36,317,2023-12-13,0,
L01718,30,69892,28965,10.09,48,812,2022-09-19,0,
L01719,54,21894,33985,15.35,24,379,2024-02-10,0,
L01720,32,44976,41703,11.09,48,411,2023-09-10,0,
L01721,67,36651,17633,17.0,48,808,2024-05-10,0,
L01722,27,139148,36038,8.9,60,836,2023-06-04,0,
L01723,35,48757,7858,11.35,12,448,2023-08-18,0,
L01724,49,71455,40629,10.2,12,608,2023-10-11,0,
L01725,25,58333,20493,6.14,12,483,2023-11-01,0,
L01726,33,82781,17901,13.58,36,592,2023-02-01,0,
L01727,23,142302,28378,15.17,24,711,2023-03-31,0,
L01728,38,84377,46967,16.04,24,723,2023-03-30,1,2023-11-27
L01729,27,148824,15807,15.11,60,458,2024-01-25,0,
L01730,32,79567,44170,4.2,60,466,2023-06-06,0,
L01731,57,80719,32928,13.74,60,481,2023-06-14,0,
L01732,31,40422,12244,12.25,48,629,2024-01-07,1,2027-05-17
L01733,51,135472,5696,12.52,12,564,2023-06-30,0,
L01734,39,27910,5693,12.23,36,438,2024-03-04,0,
L01735,62,93228,31555,11.15,24,757,2022-05-25,0,
L01736,56,122491,27151,6.65,36,439,2023-10-02,0,
L01737,60,93601,32873,15.6,12,436,2023-07-13,1,2024-05-18
L01738,42,66638,14268,4.56,12,542,2023-05-25,0,
L01739,51,117906,42618,12.63,24,678,2023-01-13,0,
L01740,33,122201,37937,17.02,48,610,2024-03-30,0,
L01741,64,102494,15634,5.48,60,772,2023-06-19,0,
L01742,28,112680,31013,13.96,48,672,2023-07-18,0,
L01743,36,41143,29091,11.82,12,339,2024-01-10,1,2024-06-05
L01744,26,84068,26949,5.77,12,469,2023-06-16,0,
L01745,24,94311,32655,10.81,48,640,2022-07-25,0,
L01746,63,102735,18066,4.37,60,672,2022-09-06,0,
L01747,68,43086,23101,4.46,60,717,2023-12-31,1,2027-08-12
L01748,34,117551,15970,15.68,12,555,2023-03-18,0,
L01749,26,39346,38050,16.49,60,456,2022-12-25,0,
L01750,45,75032,45687,15.81,60,699,2022-05-24,0,
L01751,26,81860,5260,13.85,24,647,2022-06-16,0,
L01752,48,129392,44542,5.58,24,520,2023-01-26,0,
L01753,50,77016,25993,12.13,36,457,2024-01-31,0,
L01754,31,96695,5274,6.25,48,542,2023-05-14,0,
L01755,65,41975,17706,4.93,12,391,2022-08-11,0,
L01756,48,107231,49156,12.33,60,478,2023-09-02,0,
L01757,65,27045,32714,14.45,36,670,2023-06-21,1,2026-06-02
L01758,56,51589,45663,10.3,24,603,2023-04-13,0,
L01759,62,71574,23012,15.85,60,313,2022-05-19,1,2023-07-09
L01760,26,136102,49628,7.38,48,791,2023-06-01,0,
L01761,21,107235,5347,8.9,24,607,2023-07-23,0,
L01762,28,39199,12066,14.65,12,430,2023-08-12,1,2023-12-16
L01763,40,66733,19991,16.71,60,753,2023-07-09,0,
L01764,56,145607,21298,17.8,36,459,2023-06-18,0,
L01765,33,89374,4973,12.23,12,307,2023-08-15,1,2023-11-15
L01766,52,75255,9683,7.45,60,686,2023-03-21,0,
L01767,47,48371,6822,5.01,60,647,2024-04-05,0,
L01768,64,115213,30360,11.91,60,475,2023-08-10,0,
L01769,36,118385,42046,16.55,60,476,2024-01-30,0,
L01770,33,54248,34159,5.98,60,718,2024-03-02,0,
L01771,36,100903,43412,17.47,12,796,2023-07-30,1,2023-08-23
L01772,34,145626,37269,5.42,48,682,2023-04-23,0,
L01773,36,36498,28989,5.34,48,599,2024-02-18,0,
L01774,32,50099,27364,16.71,12,577,2022-06-20,0,
L01775,59,79694,19924,4.04,48,376,2022-10-05,0,
L01776,44,41518,20059,14.09,36,471,2022-07-12,0,
L01777,28,109572,11680,7.24,36,463,2023-04-17,0,
L01778,60,133616,39263,17.18,12,681,2022-12-21,1,2023-12-12
L01779,54,128611,9487,11.78,36,690,2024-02-12,0,
L01780,23,122379,27882,8.33,12,763,2022-08-15,0,
L01781,49,136346,27762,15.02,36,672,2022-06-24,1,2025-02-28
L01782,44,23196,12552,6.6,24,477,2023-05-27,0,
L01783,27,70345,47070,8.47,12,680,2023-11-18,0,
L01784,38,98946,48971,8.99,60,760,2023-04-17,1,2026-03-01
L01785,41,79940,20862,11.52,36,307,2023-05-09,0,
L01786,24,75828,35670,12.71,24,324,2023-11-30,0,
L01787,55,63952,24034,15.02,12,484,2022-06-17,1,2023-02-05
L01788,48,106332,32069,16.43,36,845,2022-09-12,0,
L01789,44,29107,6869,16.03,60,531,2023-01-02,1,2027-06-19
L01790,58,143855,28651,15.24,36,695,2023-10-23,0,
L01791,68,33454,6932,5.27,24,681,2022-10-12,0,
L01792,35,64045,13537,13.51,48,826,2023-11-30,0,
L01793,24,142906,16782,15.59,48,608,2022-12-08,0,
L01794,29,98004,25072,16.35,24,342,2022-06-09,0,
L01795,62,148259,33916,8.4,24,554,2023-12-13,0,
L01796,36,99400,37293,6.45,12,554,2023-06-26,0,
L01797,23,98065,33868,7.75,48,752,2022-05-21,0,
L01798,48,85049,32265,14.76,12,628,2023-12-15,0,
L01799,51,90192,13302,5.93,36,404,2024-01-04,0,
L01800,35,25806,23738,15.86,24,558,2022-11-25,0,
L01801,44,91326,13170,4.12,12,630,2022-07-07,0,
L01802,29,84912,10232,13.18,24,714,2024-02-16,0,
L01803,50,113449,13567,10.32,12,619,2023-01-18,0,
L01804,61,24791,34736,6.17,36,346,2022-06-25,0,
L01805,21,70945,27509,9.52,36,785,2022-12-25,0,
L01806,47,47676,26804,17.94,60,406,2023-10-19,1,2025-09-28
L01807,23,144786,5611,15.68,48,395,2023-10-20,0,
L01808,46,79622,17610,10.54,60,533,2024-02-23,0,
L01809,53,47301,41015,17.7,48,427,2023-11-12,0,
L01810,30,116730,28230,16.42,36,389,2023-03-01,1,2024-06-16
L01811,33,60159,47132,11.65,12,756,2023-07-15,1,2024-03-03
L01812,54,25239,29415,5.28,24,549,2023-02-14,0,
L01813,31,116299,37674,17.45,36,343,2023-07-08,0,
L01814,54,21816,29483,6.85,36,408,2022-12-05,0,
L01815,39,83365,21706,4.5,12,542,2022-10-23,0,
L01816,30,84450,41428,6.48,36,834,2022-11-29,0,
L01817,39,136251,43985,5.9,36,815,2023-12-21,0,
L01818,23,82598,15342,8.56,12,830,2023-04-25,0,
L01819,48,50866,24988,16.66,36,568,2023-05-16,0,
L01820,31,113103,3910,9.53,48,605,2022-11-11,1,2025-10-30
L01821,24,142389,46989,8.33,48,652,2023-12-17,0,
L01822,60,118656,4018,8.1,48,641,2023-04-30,0,
L01823,23,104422,39587,16.79,48,631,2022-06-11,0,
L01824,48,136968,41665,12.79,36,401,2023-11-25,0,
L01825,42,52875,4626,16.09,24,385,2023-04-27,0,
L01826,60,52356,6809,11.09,48,781,2023-12-24,0,
L01827,55,106889,18250,15.83,48,844,2023-11-02,0,
L01828,48,99012,6439,10.94,36,585,2023-06-09,0,
L01829,32,53586,13360,13.32,60,487,2022-07-07,1,2024-12-07
L01830,47,89831,30209,7.53,36,747,2024-02-22,0,
L01831,29,113254,15877,9.48,12,342,2023-09-04,1,2024-05-13
L01832,41,92302,25829,10.05,48,414,2022-10-05,0,
L01833,56,99810,48380,5.73,12,474,2022-10-20,0,
L01834,64,65028,18295,7.52,48,633,2024-04-22,0,
L01835,30,83042,49499,9.39,60,708,2022-08-14,1,2025-05-28
L01836,59,98382,40085,13.4,24,647,2023-01-31,0,
L01837,46,99082,9805,4.98,60,346,2022-12-30,0,
L01838,59,144474,36333,4.52,36,802,2023-04-04,0,
L01839,36,143737,45244,7.23,36,531,2023-09-30,0,
L01840,62,21245,44011,8.47,12,840,2023-04-18,0,
L01841,28,129334,4652,5.64,12,608,2024-03-20,0,
L01842,25,119855,16584,11.13,36,523,2023-06-15,0,
L01843,40,83087,19065,11.0,36,509,2024-03-09,0,
L01844,49,68348,22154,10.9,36,663,2024-02-11,0,
L01845,66,60391,13327,7.95,48,313,2022-07-06,0,
L01846,60,57921,10035,13.33,60,498,2022-08-28,0,
L01847,47,111725,18531,13.16,48,719,2022-08-29,0,
L01848,68,67042,29325,8.22,24,515,2022-07-07,0,
L01849,58,87913,36615,13.1,48,344,2024-02-21,0,
L01850,44,140288,12524,8.8,36,631,2022-11-26,0,
L01851,58,22365,35017,17.21,48,402,2022-10-22,0,
L01852,33,135060,43551,16.88,12,468,2022-12-18,0,
L01853,54,64387,19508,16.27,36,701,2022-08-01,0,
L01854,62,26929,40117,10.15,60,336,2022-11-21,0,
L01855,33,41686,14920,13.66,48,761,2023-03-20,0,
L01856,57,50226,10614,12.04,36,345,2023-10-02,0,
L01857,66,50666,40389,15.66,12,302,2024-01-15,0,
L01858,49,92534,13129,16.84,12,632,2023-05-10,0,
L01859,25,140294,30897,5.58,48,614,2022-05-26,0,
L01860,67,22654,36758,7.0,36,412,2024-02-26,0,
L01861,45,133440,13336,8.48,60,315,2023-06-06,1,2026-07-23
L01862,58,147365,28816,8.35,24,619,2022-10-03,0,
L01863,54,142330,11798,15.88,12,530,2023-09-13,0,
L01864,61,29415,14085,17.19,24,320,2023-08-24,0,
L01865,22,93356,47669,14.93,60,733,2023-04-04,1,2027-11-22
L01866,34,31805,46147,11.75,48,581,2024-02-16,0,
L01867,60,96215,32829,7.02,12,403,2022-08-18,0,
L01868,37,71928,37364,15.61,24,540,2022-09-22,1,2023-01-11
L01869,64,27919,46102,15.75,12,324,2023-06-07,0,
L01870,58,119242,11176,4.08,24,790,2023-04-22,1,2024-08-15
L01871,56,119430,9021,13.35,36,605,2023-11-19,0,
L01872,60,133415,47732,13.61,36,845,2023-05-09,0,
L01873,56,109787,28058,8.4,48,642,2024-03-24,0,
L01874,42,149156,29974,17.82,60,805,2024-03-25,0,
L01875,36,47453,46350,4.07,12,562,2023-03-15,0,
L01876,24,113409,41057,11.87,60,747,2022-09-15,0,
L01877,43,75797,44723,6.69,24,678,2024-01-11,0,
L01878,45,82040,46132,15.25,48,436,2024-01-28,0,
L01879,58,132789,38690,11.69,36,620,2023-07-11,0,
L01880,49,49203,14552,11.76,36,551,2024-02-27,0,
L01881,27,148391,41299,7.67,48,500,2022-07-16,0,
L01882,36,103529,31682,12.57,12,311,2023-08-04,0,
L01883,34,141266,6679,15.45,60,572,2022-08-30,0,
L01884,49,73938,8695,8.77,24,618,2022-12-14,0,
L01885,41,26764,28360,9.23,60,479,2023-02-25,0,
L01886,57,144913,4614,7.51,36,668,2022-12-31,1,2025-01-11
L01887,54,72805,34688,10.97,48,460,2023-03-20,0,
L01888,34,23216,25072,13.23,36,684,2022-10-05,0,
L01889,47,37861,49597,15.38,36,409,2022-11-10,0,
L01890,30,42578,43498,5.58,24,367,2022-05-23,0,
L01891,62,86266,3056,11.11,12,361,2023-09-22,0,
L01892,27,127697,3947,13.94,12,830,2023-02-12,1,2023-09-01
L01893,40,27273,13033,5.5,24,380,2022-08-24,1,2023-11-02
L01894,32,90153,45816,6.03,48,563,2024-02-12,0,
L01895,38,132321,48320,4.42,60,325,2022-08-05,0,
L01896,48,149379,4049,11.23,48,437,2023-06-07,0,
L01897,63,78097,28037,17.96,60,380,2023-12-31,0,
L01898,52,119173,41294,7.08,12,352,2022-06-04,0,
L01899,48,137327,9159,6.49,36,801,2024-04-13,1,2024-11-28
L01900,67,88602,24256,16.01,36,508,2022-11-14,0,
L01901,57,74698,39210,9.18,48,589,2022-06-26,0,
L01902,43,66798,8374,17.07,24,657,2023-07-29,0,
L01903,55,135392,36593,14.27,60,676,2022-11-10,0,
L01904,25,20443,26903,4.58,36,423,2023-10-10,0,
L01905,30,88247,28198,5.68,48,356,2022-07-26,0,
L01906,43,82613,34171,14.8,24,650,2023-07-13,0,
L01907,62,79030,4999,8.08,12,700,2023-09-21,0,
L01908,26,120932,21040,14.04,24,546,2022-12-18,0,
L01909,32,108678,22394,4.59,12,361,2022-09-02,0,
L01910,28,85078,6691,7.51,48,552,2023-12-04,0,
L01911,69,146630,9060,17.45,24,465,2023-01-20,0,
L01912,30,25487,39282,13.65,48,316,2024-02-06,1,2027-03-31
L01913,43,94157,13547,7.53,12,711,2023-09-21,0,
L01914,46,70870,45225,15.11,36,326,2022-08-28,0,
L01915,30,55577,5921,17.46,36,669,2022-11-15,0,
L01916,58,45474,43935,8.97,12,528,2023-10-29,0,
L01917,22,109062,26465,10.96,60,652,2022-08-08,0,
L01918,64,48490,3260,8.46,60,423,2024-01-27,0,
L01919,29,68581,30025,17.07,36,505,2023-11-13,0,
L01920,55,134780,24545,15.96,36,406,2024-01-30,0,
L01921,65,74068,49563,7.79,24,323,2023-12-11,0,
L01922,63,144176,21660,12.42,24,720,2024-02-12,0,
L01923,68,89767,41796,4.08,36,492,2024-02-01,0,
L01924,61,119445,44168,13.41,60,617,2023-09-12,0,
L01925,33,115812,39776,17.35,24,388,2023-06-05,1,2024-05-11
L01926,24,98563,7030,17.07,12,583,2023-05-08,1,2023-12-15
L01927,26,130234,39491,11.53,24,475,2023-08-08,0,
L01928,53,131177,24446,5.76,24,668,2022-12-01,0,
L01929,23,27549,16397,15.09,24,759,2024-02-10,0,
L01930,30,43016,17732,4.05,48,587,2023-02-21,0,
L01931,58,32823,32986,16.75,12,467,2024-04-06,0,
L01932,64,74973,17690,9.5,36,310,2023-03-25,0,
L01933,32,86266,4832,5.68,60,558,2024-03-19,1,2024-03-29
L01934,48,93366,47207,4.78,60,771,2024-03-10,0,
L01935,26,123187,26434,8.74,36,576,2023-09-22,0,
L01936,33,67445,42470,13.86,48,704,2023-09-05,0,
L01937,51,149979,40997,7.76,60,825,2023-12-08,0,
L01938,60,83291,27187,14.04,24,410,2023-03-25,0,
L01939,67,28733,10257,7.39,60,838,2024-05-07,0,
L01940,58,71571,16526,14.81,12,558,2022-11-08,0,
L01941,36,74160,28298,8.15,12,624,2022-11-28,0,
L01942,34,82513,33279,11.31,36,682,2023-12-02,0,
L01943,34,98692,3567,8.71,48,547,2023-01-07,0,
L01944,56,89445,11015,9.85,48,849,2023-09-29,0,
L01945,68,39465,7131,13.01,60,303,2023-08-05,1,2028-01-25
L01946,62,109342,22171,15.13,48,696,2022-08-27,1,2024-04-03
L01947,38,81344,47308,10.23,48,801,2023-01-31,0,
L01948,26,128261,39930,17.21,60,783,2022-06-24,1,2024-02-06
L01949,53,77492,34770,8.77,12,547,2023-08-04,0,
L01950,52,64415,15569,10.91,24,577,2022-07-27,0,
L01951,63,122979,21047,8.87,36,694,2023-06-24,0,
L01952,62,133843,11884,10.9,12,636,2023-01-14,0,
L01953,65,94266,25161,12.63,48,571,2022-08-10,1,2026-06-04
L01954,38,107938,37010,5.04,48,414,2023-11-04,0,
L01955,34,33733,29926,14.72,60,584,2022-08-25,0,
L01956,57,106916,27796,12.86,36,416,2024-01-22,0,
L01957,26,26765,26171,13.71,24,742,2022-10-01,0,
L01958,23,57081,37986,12.46,60,428,2022-08-03,1,2022-08-10
L01959,36,59986,11559,11.85,60,556,2022-07-19,0,
L01960,29,47579,28274,6.28,24,324,2023-02-13,0,
L01961,44,95287,9907,4.97,24,733,2023-10-05,0,
L01962,34,38996,9047,12.61,48,467,2022-08-07,0,
L01963,60,50540,38335,10.9,60,342,2023-03-27,1,2024-03-03
L01964,47,27377,16036,8.17,12,348,2022-09-17,0,
L01965,29,67606,19038,9.26,12,370,2023-01-11,0,
L01966,28,74607,24996,10.47,60,512,2023-09-06,1,2027-08-26
L01967,57,144766,45582,5.32,24,547,2022-08-15,1,2024-01-03
L01968,47,37333,45864,5.81,36,475,2023-01-23,0,
L01969,23,138362,40634,11.84,24,380,2022-07-24,0,
L01970,69,55285,20533,8.16,24,608,2023-03-16,0,
L01971,32,148344,36077,13.39,36,840,2022-06-08,0,
L01972,33,51746,24249,7.7,24,657,2022-11-18,1,2023-01-27
L01973,27,51876,17817,12.16,36,604,2022-11-19,1,2023-10-13
L01974,45,128500,11507,8.0,60,575,2023-02-18,1,2027-06-07
L01975,38,65499,9840,8.07,36,667,2022-06-05,1,2024-01-23
L01976,57,134515,3763,4.01,12,411,2023-05-16,0,
L01977,54,73950,24423,9.32,36,312,2023-12-03,0,
L01978,61,65215,31173,8.46,24,467,2023-01-23,0,
L01979,36,131706,31924,7.59,60,708,2023-02-12,0,
L01980,47,23664,13528,8.78,36,773,2024-01-18,1,2026-11-13
L01981,21,52899,8443,10.41,24,820,2022-10-08,0,
L01982,65,124451,14588,11.17,36,834,2023-02-23,0,
L01983,57,87143,47477,6.36,60,529,2022-06-24,0,
L01984,25,40175,42174,16.32,60,564,2023-01-18,0,
L01985,67,43490,43087,6.24,12,628,2022-08-26,0,
L01986,55,81877,22798,5.15,60,498,2024-03-07,1,2029-01-06
L01987,60,147843,38326,8.14,24,538,2023-11-05,0,
L01988,26,105211,28594,12.01,60,732,2023-03-12,0,
L01989,22,71818,49374,10.51,60,311,2023-03-15,0,
L01990,66,115525,11078,5.24,24,733,2024-05-01,0,
L01991,23,20868,29398,17.42,24,347,2022-06-04,0,
L01992,37,120560,26996,6.65,60,821,2023-02-16,0,
L01993,54,92144,45485,9.54,60,789,2023-08-23,0,
L01994,67,113542,38775,13.4,36,352,2023-10-28,0,
L01995,33,88811,11747,5.32,60,656,2023-05-24,0,
L01996,54,137718,4081,17.07,12,792,2024-01-01,0,
L01997,31,96719,24066,12.88,12,603,2023-05-13,0,
L01998,39,144067,12695,8.06,12,519,2023-04-19,0,
L01999,38,126683,4214,9.52,12,674,2023-07-26,0,
L02000,62,147819,47839,5.37,60,364,2022-12-26,0,
L02001,38,76241,10965,17.06,36,816,2023-12-13,1,2025-05-20
L02002,62,70643,40981,11.1,24,733,2023-10-30,1,2025-09-07
L02003,35,76531,29119,12.15,60,567,2023-11-07,0,
L02004,47,37131,49553,12.69,48,773,2022-10-19,0,
L02005,21,89306,22726,9.63,60,822,2022-11-12,1,2025-07-31
L02006,21,36350,44643,9.32,12,661,2022-11-05,0,
L02007,37,66365,5786,7.1,48,763,2022-07-20,0,
L02008,61,69322,27524,17.21,60,801,2024-04-04,0,
L02009,47,74261,5837,14.74,36,408,2022-06-08,0,
L02010,60,109349,41255,14.18,36,536,2023-01-22,0,
L02011,50,83865,30453,4.77,48,375,2024-02-01,0,
L02012,59,52535,5940,7.19,24,360,2024-03-20,0,
L02013,35,92497,29499,10.91,48,307,2024-05-14,0,
L02014,44,83220,22830,5.46,36,492,2023-12-09,0,
L02015,57,28253,28208,16.9,48,679,2023-05-05,1,2027-03-16
L02016,67,37522,41575,16.85,12,715,2023-11-26,0,
L02017,34,56527,28936,4.67,12,472,2023-04-18,0,
L02018,57,103265,23545,13.31,24,757,2023-06-29,1,2024-02-06
L02019,23,83397,4740,12.44,48,477,2024-02-06,0,
L02020,44,62000,9439,8.5,48,493,2024-01-04,0,
L02021,55,103312,5076,12.26,48,352,2023-11-10,0,
L02022,53,128619,33383,7.15,48,416,2023-05-04,0,
L02023,67,24841,34668,6.74,24,750,2022-08-29,1,2023-10-07
L02024,41,131688,20443,7.68,36,532,2022-07-03,1,2022-08-24
L02025,69,42733,5473,4.67,60,390,2022-09-08,0,
L02026,42,141436,35210,10.37,24,632,2022-05-22,0,
L02027,42,93748,34971,12.12,36,713,2023-12-22,0,
L02028,40,25681,39446,11.12,36,636,2023-01-12,0,
L02029,34,77619,11204,17.47,36,523,2024-05-06,0,
L02030,23,21408,45903,17.54,48,313,2024-03-04,0,
L02031,67,121681,46732,6.9,24,751,2023-12-21,0,
L02032,63,137504,19878,14.93,36,672,2024-02-13,0,
L02033,31,138682,34740,11.03,60,763,2023-01-20,0,
L02034,69,68365,5057,11.0,60,829,2023-05-10,0,
L02035,37,36101,11831,7.17,12,477,2023-07-12,0,
L02036,41,57170,46555,5.03,36,694,2022-07-13,0,
L02037,65,96060,36097,14.0,24,677,2024-02-04,0,
L02038,60,87384,37329,6.61,48,359,2024-05-10,0,
L02039,31,120354,20131,8.39,12,574,2023-01-03,0,
L02040,43,105674,46262,9.53,36,849,2024-03-10,0,
L02041,64,58622,19600,15.65,48,597,2023-01-22,0,
L02042,34,24606,7478,4.5,24,498,2023-11-07,0,
L02043,24,86177,24730,14.91,24,750,2022-05-21,1,2022-11-29
L02044,32,56818,40321,5.12,12,828,2022-06-29,0,
L02045,29,59994,3886,14.16,12,418,2023-09-05,0,
L02046,22,141162,14530,15.49,36,779,2023-08-06,1,2023-09-01
L02047,40,74182,19738,10.68,48,406,2022-07-14,0,
L02048,39,57190,29014,11.2,60,697,2023-04-11,0,
L02049,56,62192,42339,4.58,48,408,2022-08-26,1,2025-03-30
L02050,40,117384,18779,13.06,24,572,2023-09-06,0,
L02051,40,46924,35577,4.53,24,564,2022-10-15,0,
L02052,58,124763,7096,17.08,36,560,2023-05-17,0,
L02053,56,97120,8965,14.87,60,451,2023-03-12,0,
L02054,34,126712,35963,10.01,36,533,2023-09-04,0,
L02055,63,21080,35675,13.26,24,838,2023-12-16,0,
L02056,57,98038,40958,12.34,24,389,2022-09-14,0,
L02057,56,127598,24087,14.1,48,545,2023-09-14,0,
L02058,39,44220,47466,10.66,60,471,2022-12-14,0,
L02059,21,64783,42809,9.73,48,402,2023-09-25,0,
L02060,25,30857,45261,5.66,48,568,2023-07-16,0,
L02061,61,124533,49111,17.95,36,378,2022-09-15,1,2025-02-18
L02062,62,53268,6646,5.62,48,672,2023-08-21,1,2025-03-06
L02063,48,90726,18304,17.62,12,370,2023-09-12,1,2024-06-17
L02064,35,144325,26437,10.77,12,804,2024-05-01,1,2024-08-05
L02065,61,74021,9387,17.7,48,402,2023-10-11,0,
L02066,34,60484,33215,4.48,60,696,2024-04-02,0,
L02067,48,66009,30153,13.97,48,587,2023-01-11,0,
L02068,33,134902,8400,9.86,24,758,2024-04-24,0,
L02069,22,106173,44424,15.51,24,401,2023-12-25,0,
L02070,25,36167,26218,13.43,60,773,2022-07-05,0,
L02071,59,106078,3303,14.04,36,633,2024-01-27,0,
L02072,47,38715,7561,14.21,12,376,2023-04-16,1,2023-05-31
L02073,29,144697,25043,16.07,12,808,2024-03-13,0,
L02074,67,141293,21676,17.02,36,331,2022-06-27,0,
L02075,36,98653,14231,8.59,48,572,2022-11-11,0,
L02076,28,129522,18608,6.1,60,377,2024-03-31,0,
L02077,37,47387,7090,16.71,48,603,2023-12-03,0,
L02078,41,111815,42776,12.6,36,485,2022-11-24,0,
L02079,36,68795,40486,13.62,60,719,2024-03-23,0,
L02080,53,70022,6199,16.57,12,743,2023-07-15,1,2024-01-19
L02081,35,27897,44432,13.48,12,338,2023-06-16,0,
L02082,34,95088,19267,4.75,48,579,2023-03-17,1,2023-06-29
L02083,40,114542,44271,8.63,24,333,2023-05-27,0,
L02084,22,143128,36902,16.99,36,478,2023-08-23,0,
L02085,40,43401,10771,10.2,36,501,2023-07-22,0,
L02086,57,145224,20715,17.69,48,637,2023-01-22,0,
L02087,26,30057,30713,4.0,36,839,2022-06-18,0,
L02088,65,97681,41886,6.49,12,374,2022-07-14,0,
L02089,22,136750,6688,10.21,48,653,2023-03-07,0,
L02090,42,104766,48950,12.88,12,722,2022-07-10,0,
L02091,59,70064,40010,12.51,60,715,2023-07-18,0,
L02092,67,25375,26487,15.42,60,420,2023-03-18,0,
L02093,37,65097,47398,15.46,24,313,2024-05-06,0,
L02094,57,29404,36639,13.62,36,847,2022-06-15,1,2024-03-19
L02095,68,139821,15186,10.67,60,458,2022-05-26,0,
L02096,58,54640,14346,14.68,36,321,2022-08-22,0,
L02097,28,129869,24770,12.74,12,419,2022-09-23,0,
L02098,58,20244,35788,17.52,48,693,2024-03-16,0,
L02099,28,48390,13247,12.28,60,589,2023-02-26,0,
L02100,36,143240,11076,16.5,48,518,2023-04-20,0,
L02101,52,144920,13236,17.79,60,519,2024-04-24,0,
L02102,25,75904,17035,11.88,36,307,2024-02-05,0,
L02103,37,120459,28920,7.15,60,645,2022-05-26,0,
L02104,63,138458,48357,7.25,60,718,2023-02-20,0,
L02105,24,70808,33543,16.39,12,478,2023-09-03,0,
L02106,57,53043,8271,5.92,24,677,2023-03-10,1,2023-05-21
L02107,68,31573,24409,16.81,12,688,2023-11-08,0,
L02108,28,27386,9862,10.34,48,571,2023-04-09,0,
L02109,33,102963,30201,16.6,36,802,2022-10-14,0,
L02110,57,35225,19693,5.21,36,431,2023-08-31,1,2025-07-13
L02111,59,106755,14937,10.19,60,524,2022-10-10,1,2024-07-06
L02112,36,47032,29427,13.18,36,570,2024-01-23,1,2026-03-04
L02113,34,33189,14213,12.65,24,575,2023-05-20,0,
L02114,37,74479,41183,8.37,24,587,2023-07-22,0,
L02115,29,27450,5925,17.52,60,490,2024-04-04,0,
L02116,37,64528,22280,11.45,60,834,2022-07-25,0,
L02117,33,40886,14576,6.96,48,447,2022-08-24,0,
L02118,43,21128,16986,8.47,60,521,2022-07-10,0,
L02119,34,41825,11998,13.37,12,753,2022-07-03,0,
L02120,41,62407,16338,17.87,12,763,2023-08-24,1,2023-11-27
L02121,63,23454,24004,6.04,12,493,2022-08-10,1,2022-10-28
L02122,58,145416,42963,10.09,24,483,2022-10-05,1,2024-07-28
L02123,56,83528,37275,10.81,36,740,2023-08-20,0,
L02124,40,149069,42351,4.91,48,818,2023-03-11,0,
L02125,28,25302,41059,9.18,60,838,2023-10-04,0,
L02126,24,146228,29129,6.48,48,352,2024-05-13,1,2025-03-06
L02127,44,101991,3027,9.84,24,846,2022-07-17,0,
L02128,55,33107,31646,15.59,60,678,2023-02-23,1,2027-12-14
L02129,69,107091,19462,8.82,60,307,2024-03-06,0,
